cre_jgi5_5	MapManId	MapManDescription
Cre08.g382620	GMM:33.99;GMM:30.5;GMM:27.3.51	"development.unspecified;signalling.G-proteins;RNA.regulation of transcription.general transcription, TBP-binding protein"
Cre08.g380550	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre08.g358539		
Cre08.g370050		
Cre08.g382100		
Cre08.g376500		
Cre08.g368200		
Cre08.g373355		
Cre08.g369683		
Cre08.g369740	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre08.g370650	GMM:7.1.2	OPP.oxidative PP.6-phosphogluconolactonase
Cre08.g384050		
Cre08.g358526	GMM:34.99;GMM:34.9;GMM:34.8	transport.misc;transport.metabolite transporters at the mitochondrial membrane;transport.metabolite transporters at the envelope membrane
Cre08.g361850		
Cre08.g361450		
Cre08.g373364		
Cre08.g379150		
Cre08.g366850		
Cre08.g358150		
Cre08.g378900	GMM:9.1.2;GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear;mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
Cre08.g385400	GMM:13.2.3.1.1	amino acid metabolism.degradation.aspartate family.asparagine.L-asparaginase
Cre08.g363200		
Cre08.g380151		
Cre08.g363050		
Cre08.g376450		
Cre08.g371800	GMM:28.2	DNA.repair
Cre08.g377050		
Cre08.g358581		
Cre08.g382450		
Cre08.g376100	GMM:3.4.5	minor CHO metabolism.myo-inositol.inositol phosphatase
Cre08.g370150		
Cre08.g372550	GMM:31.2;GMM:29.4.1;GMM:29.4	cell.division;protein.postranslational modification.kinase;protein.postranslational modification
Cre08.g359250		
Cre08.g366900		
Cre08.g375950		
Cre08.g368000		
Cre08.g377900		
Cre08.g384550		
Cre08.g373150		
Cre08.g370700		
Cre08.g366700		
Cre08.g367100		
Cre08.g358564		
Cre08.g358950		
Cre08.g379500	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre08.g365800		
Cre08.g375000	GMM:29.4	protein.postranslational modification
Cre08.g366000		
Cre08.g359166		
Cre08.g358751		
Cre08.g361500		
Cre08.g383400	GMM:29.4.1	protein.postranslational modification.kinase
Cre08.g366250		
Cre08.g385000		
Cre08.g358800	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre08.g379000		
Cre08.g376400		
Cre08.g379300		
Cre08.g382650	GMM:29.3.4.2	protein.targeting.secretory pathway.golgi
Cre08.g364100		
Cre08.g378050	GMM:9.1.2;GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear;mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
Cre08.g381350		
Cre08.g382050		
Cre08.g380250	GMM:1.3.4	PS.calvin cycle.GAP
Cre08.g375250	GMM:29.2.1.99.1.19	protein.synthesis.ribosomal protein.unknown.small subunit.S19
Cre08.g375600	GMM:29.5	protein.degradation
Cre08.g373348		
Cre08.g358552		
Cre08.g362600		
Cre08.g364151		
Cre08.g364300	GMM:20.1.7.6.1;GMM:20.1.7.6	stress.biotic.PR-proteins.PR6 (proteinase inhibitors).trypsin inhibitor;stress.biotic.PR-proteins.PR6 (proteinase inhibitors)
Cre08.g365750	GMM:28.2	DNA.repair
Cre08.g368600	GMM:29.4	protein.postranslational modification
Cre08.g384390	GMM:28.1	DNA.synthesis/chromatin structure
Cre08.g370601	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
Cre08.g385950		
Cre08.g378400		
Cre08.g365351		
Cre08.g360650		
Cre08.g373371		
Cre08.g374050	GMM:28.1	DNA.synthesis/chromatin structure
Cre08.g367250		
Cre08.g358559		
Cre08.g383101		
Cre08.g362550		
Cre08.g377750		
Cre08.g358525	GMM:21.2.2;GMM:21.2	redox.ascorbate and glutathione.glutathione;redox.ascorbate and glutathione
Cre08.g385650	GMM:31.3;GMM:29.4	cell.cycle;protein.postranslational modification
Cre08.g369650		
Cre08.g383750		
Cre08.g382150		
Cre08.g373377		
Cre08.g359750	GMM:29.2.1.2.1.9	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9
Cre08.g371751		
Cre08.g361800		
Cre08.g377100	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
Cre08.g376900		
Cre08.g375801		
Cre08.g363500	GMM:29.4	protein.postranslational modification
Cre08.g379700	GMM:10.1;GMM:1.1	cell wall.precursor synthesis;PS.lightreaction
Cre08.g361150		
Cre08.g377000		
Cre08.g358548		
Cre08.g374450		
Cre08.g381150		
Cre08.g362100	GMM:31.6.1.10;GMM:30.99	cell.motility.eukaryotes.flagellar associated proteins;signalling.unspecified
Cre08.g359133		
Cre08.g358532		
Cre08.g373366		
Cre08.g369667		
Cre08.g372250	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre08.g358580	GMM:23.1.1.1	nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase
Cre08.g371000		
Cre08.g358126		
Cre08.g383600		
Cre08.g358579	GMM:21.1	redox.thioredoxin
Cre08.g374000		
Cre08.g361050	GMM:18.1;GMM:18	Co-factor and vitamine metabolism.molybdenum cofactor;Co-factor and vitamine metabolism
Cre08.g366500	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre08.g363000		
Cre08.g362850		
Cre08.g370750		
Cre08.g385150		
Cre08.g358400	GMM:34.1	transport.p- and v-ATPases
Cre08.g358574		
Cre08.g382850		
Cre08.g372600		
Cre08.g367500	GMM:1.1.99	PS.lightreaction.unspecified
Cre08.g358573	GMM:34.14	transport.unspecified cations
Cre08.g365632	GMM:29.4	protein.postranslational modification
Cre08.g366050	GMM:23.3.3	nucleotide metabolism.salvage.NUDIX hydrolases
Cre08.g374800		
Cre08.g374926		
Cre08.g360150		
Cre08.g364850		
Cre08.g381075		
Cre08.g384500		
Cre08.g368226		
Cre08.g375150		
Cre08.g371301		
Cre08.g384864	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre08.g359000	GMM:28.2	DNA.repair
Cre08.g380100		
Cre08.g378950	GMM:29.4	protein.postranslational modification
Cre08.g365205		
Cre08.g380850		
Cre45.g760847		
Cre45.g760897		
Cre45.g760797		
Cre23.g754647		
Cre23.g754297		
Cre23.g754847		
Cre23.g754597		
Cre23.g754397		
Cre23.g754697		
Cre23.g755047		
Cre23.g754947		
Cre23.g754747		
Cre23.g754997		
Cre23.g754497		
Cre23.g754347		
Cre23.g754897		
Cre23.g754547		
Cre23.g754447		
Cre23.g754797		
Cre07.g334200	GMM:29.2.3;GMM:28.1;GMM:27.1.2;GMM:27.1	protein.synthesis.initiation;DNA.synthesis/chromatin structure;RNA.processing.RNA helicase;RNA.processing
Cre07.g315000		
Cre07.g325748	GMM:21.2.2	redox.ascorbate and glutathione.glutathione
Cre07.g319452		
Cre07.g346525		
Cre07.g319300	GMM:2.2.2.3	major CHO metabolism.degradation.starch.glucan water dikinase
Cre07.g330276		
Cre07.g324700		
Cre07.g342850	GMM:31.6.1.4.1	cell.motility.eukaryotes.axonemal dyneins.outer arm
Cre07.g341650		
Cre07.g355800		
Cre07.g325050	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
Cre07.g341251	GMM:29.4	protein.postranslational modification
Cre07.g341000		
Cre07.g352213		
Cre07.g343150		
Cre07.g348951		
Cre07.g315326		
Cre07.g312750		
Cre07.g345031		
Cre07.g356550		
Cre07.g325740	GMM:34.7	transport.phosphate
Cre07.g347050	GMM:31.6.1.5.2	cell.motility.eukaryotes.radial spoke.stalk
Cre07.g353550	GMM:29.2.3	protein.synthesis.initiation
Cre07.g347650		
Cre07.g325756		
Cre07.g338800	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre07.g329250		
Cre07.g354800		
Cre07.g338451	GMM:6	gluconeogenesis / glyoxylate cycle
Cre07.g334776		
Cre07.g327250		
Cre07.g351700		
Cre07.g353250		
Cre07.g321650	GMM:31.3	cell.cycle
Cre07.g323350		
Cre07.g356050		
Cre07.g326626		
Cre07.g334100	GMM:33.99;GMM:3.5	development.unspecified;minor CHO metabolism.others
Cre07.g325850		
Cre07.g333711		
Cre07.g328350	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase
Cre07.g324932	GMM:29.4	protein.postranslational modification
Cre07.g353600	GMM:29.5.7	protein.degradation.metalloprotease
Cre07.g329450		
Cre07.g321050	GMM:13.1.3.1.1	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase
Cre07.g323300		
Cre07.g313122		
Cre07.g318400		
Cre07.g345950		
Cre07.g348500		
Cre07.g316900		
Cre07.g327333		
Cre07.g347400		
Cre07.g340050	GMM:30.5;GMM:3.5;GMM:29.2.2	signalling.G-proteins;minor CHO metabolism.others;protein.synthesis.ribosome biogenesis
Cre07.g331250		
Cre07.g347950	GMM:33.99;GMM:3.5	development.unspecified;minor CHO metabolism.others
Cre07.g314550		
Cre07.g357486		
Cre07.g321951	GMM:34.12	transport.metal
Cre07.g333350		
Cre07.g318000		
Cre07.g325745		
Cre07.g326800	GMM:29.4	protein.postranslational modification
Cre07.g316350		
Cre07.g344600	GMM:13.1.5.1.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase
Cre07.g333781		
Cre07.g312300		
Cre07.g328250	GMM:35.1.12	not assigned.no ontology.pumilio/Puf RNA-binding domain-containing protein
Cre07.g335950	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
Cre07.g313302	GMM:27.2	RNA.transcription
Cre07.g357300		
Cre07.g318702	GMM:27.1	RNA.processing
Cre07.g319600	GMM:16.7;GMM:16.1;GMM:11.1.11;GMM:11.1.10	secondary metabolism.wax;secondary metabolism.isoprenoids;lipid metabolism.FA synthesis and FA elongation.fatty acid elongase;lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase
Cre07.g338150	GMM:33.99;GMM:31.2;GMM:27.4	development.unspecified;cell.division;RNA.RNA binding
Cre07.g339100	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre07.g357850	GMM:29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22
Cre07.g333150		
Cre07.g352976		
Cre07.g355700		
Cre07.g330750		
Cre07.g357750	GMM:33.99	development.unspecified
Cre07.g325650		
Cre07.g319550		
Cre07.g328600	GMM:29.5.11.4.99;GMM:29.5.11;GMM:27.3.67	protein.degradation.ubiquitin.E3.unspecified;protein.degradation.ubiquitin;RNA.regulation of transcription.putative transcription regulator
Cre07.g340400	GMM:31.6.1.5.2	cell.motility.eukaryotes.radial spoke.stalk
Cre07.g313206		
Cre07.g337150	GMM:28.1	DNA.synthesis/chromatin structure
Cre07.g337650	GMM:8.1.1.1	TCA / organic transformation.TCA.pyruvate DH.E1
Cre07.g349850		
Cre07.g330850	GMM:34.8	transport.metabolite transporters at the envelope membrane
Cre07.g346200	GMM:35;GMM:11.9.3.2	not assigned;lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase
Cre07.g325728		
Cre07.g354400	GMM:26.10;GMM:26.1;GMM:17.2.2;GMM:16.8.3.3;GMM:16.1.4.7	misc.cytochrome P450;misc.misc2;hormone metabolism.auxin.signal transduction;secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3'-monooxygenase;secondary metabolism.isoprenoids.carotenoids.carotenoid epsilon ring hydroxylase
Cre07.g325721	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre07.g340600		
Cre07.g339200		
Cre07.g356600		
Cre07.g332150		
Cre07.g317201		
Cre07.g349050		
Cre07.g348400		
Cre07.g351100		
Cre07.g325714		
Cre07.g327000		
Cre07.g356200		
Cre07.g341553	GMM:20.2.3	stress.abiotic.drought/salt
Cre07.g353200	GMM:30.5	signalling.G-proteins
Cre07.g344200		
Cre07.g331900	GMM:29.2.1.2.1.13	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S13
Cre07.g354000		
Cre07.g323150		
Cre07.g316100		
Cre07.g343300	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre07.g338550		
Cre07.g336100		
Cre07.g345600		
Cre07.g350300		
Cre07.g331450		
Cre07.g319000		
Cre07.g319226		
Cre07.g350000	GMM:11.9.2	lipid metabolism.lipid degradation.lipases
Cre07.g343466		
Cre07.g345300	GMM:4.1.1;GMM:26.2;GMM:10.1;GMM:1.1	glycolysis.cytosolic branch.UGPase;misc.UDP glucosyl and glucoronyl transferases;cell wall.precursor synthesis;PS.lightreaction
Cre07.g329767		
Cre07.g329950		
Cre07.g349450		
Cre07.g350500	GMM:29.1.9;GMM:29.1	protein.aa activation.valine-tRNA ligase;protein.aa activation
Cre07.g322800		
Cre07.g317800		
Cre07.g351150	GMM:31.6.1.2;GMM:29.4	cell.motility.eukaryotes.deflagellation;protein.postranslational modification
Cre07.g357550		
Cre07.g329783		
Cre07.g325755		
Cre07.g349152	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
Cre07.g326200		
Cre07.g334650	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre07.g321750		
Cre07.g342200		
Cre07.g339450		
Cre07.g340700	GMM:33.99	development.unspecified
Cre07.g348700		
Cre07.g345150		
Cre07.g352450	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre07.g343626		
Cre07.g346950		
Cre07.g319350	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre07.g340200	GMM:1.1.99.1;GMM:1.1.40	PS.lightreaction.unspecified.TEF;PS.lightreaction.cyclic electron flow-chlororespiration
Cre07.g333900	GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
Cre07.g352750	GMM:34.14	transport.unspecified cations
Cre07.g327850		
Cre07.g341750		
Cre07.g325700	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre07.g344771		
Cre07.g351600	GMM:27.1.2	RNA.processing.RNA helicase
Cre07.g330350		
Cre07.g353837		
Cre07.g350600	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre07.g338665	GMM:28.2	DNA.repair
Cre07.g325725	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre07.g325734	GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase
Cre07.g326600	GMM:21.1.1;GMM:21.1	redox.thioredoxin.PDIL;redox.thioredoxin
Cre07.g316150		
Cre07.g313650		
Cre07.g322450	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre07.g314200		
Cre07.g313900		
Cre07.g317550		
Cre07.g346450		
Cre07.g330400		
Cre07.g353350	GMM:27.2	RNA.transcription
Cre07.g336500		
Cre07.g322050		
Cre07.g339750	GMM:19.20;GMM:19.2	tetrapyrrole synthesis.ferrochelatase;tetrapyrrole synthesis.glu-tRNA reductase
Cre07.g342402		
Cre07.g333500		
Cre07.g327200		
Cre07.g322500	GMM:29.2.1.99.2.19	protein.synthesis.ribosomal protein.unknown.large subunit.L19
Cre07.g325709		
Cre07.g342100		
Cre07.g333950	GMM:29.3.4.3	protein.targeting.secretory pathway.vacuole
Cre07.g314650	GMM:28.2	DNA.repair
Cre07.g331750		
Cre07.g324100		
Cre07.g344550	GMM:13.1.5.1.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase
Cre07.g328200	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
Cre07.g318600	GMM:29.6.2.1	protein.folding.chaperones and co-chaperones.small HSPs
Cre07.g314700		
Cre07.g335850		
Cre07.g316526	GMM:11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase
Cre07.g335050	GMM:29.5.5	protein.degradation.serine protease
Cre07.g337300	GMM:29.4	protein.postranslational modification
Cre07.g325737	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre07.g329500	GMM:29.5.1	protein.degradation.subtilases
Cre07.g315400		
Cre07.g332901		
Cre07.g356970		
Cre07.g338900	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre07.g319900	GMM:28.99	DNA.unspecified
Cre07.g338350		
Cre07.g343050		
Cre07.g315650		
Cre07.g335900	GMM:29.5	protein.degradation
Cre07.g357350	GMM:30.1	signalling.in sugar and nutrient physiology
Cre07.g357900	GMM:30.3;GMM:3.3	signalling.calcium;minor CHO metabolism.sugar alcohols
Cre07.g336600	GMM:29.7.3;GMM:26.3	"protein.glycosylation.mannosyl-oligosaccharide alpha-1,2-mannosidase;misc.gluco-, galacto- and mannosidases"
Cre07.g334851	GMM:29.6.2.6	protein.folding.chaperones and co-chaperones.co-chaperones
Cre07.g320100		
Cre07.g324350		
Cre07.g353000	GMM:31.2;GMM:30.6;GMM:3.6;GMM:29.4	cell.division;signalling.MAP kinases;minor CHO metabolism.callose;protein.postranslational modification
Cre07.g349950	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
Cre07.g337900		
Cre07.g312817		
Cre07.g320400		
Cre07.g351300	GMM:29.1	protein.aa activation
Cre07.g344150		
Cre07.g328750		
Cre07.g345700		
Cre07.g320900		
Cre07.g354301	GMM:26.23	misc.rhodanese
Cre07.g342450	GMM:28.1;GMM:27.1.19	DNA.synthesis/chromatin structure;RNA.processing.ribonucleases
Cre07.g334575		
Cre07.g331114		
Cre07.g319050		
Cre07.g349750		
Cre07.g343534	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre07.g356400	GMM:31.6.1.1	cell.motility.eukaryotes.basal bodies
Cre07.g326300		
Cre07.g325300		
Cre07.g322350	GMM:29.4	protein.postranslational modification
Cre07.g339550		
Cre07.g355150	GMM:34.12	transport.metal
Cre07.g329882	GMM:34.15;GMM:29.4	transport.potassium;protein.postranslational modification
Cre07.g325723	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
Cre07.g353700		
Cre07.g332800		
Cre07.g334550	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
Cre07.g343900		
Cre07.g357576		
Cre07.g356700		
Cre07.g316800		
Cre07.g327400	GMM:9.1.2;GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear;mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
Cre07.g341555	GMM:20.2.3	stress.abiotic.drought/salt
Cre07.g347500		
Cre07.g323650		
Cre07.g344260		
Cre07.g318350	GMM:34.99	transport.misc
Cre07.g354050		
Cre07.g320950	GMM:27.3.2	RNA.regulation of transcription.alfin-like
Cre07.g347200		
Cre07.g321850	GMM:29.9;GMM:29.6.2.6	protein.co-chaperones;protein.folding.chaperones and co-chaperones.co-chaperones
Cre07.g317300	GMM:3.6;GMM:29.4	minor CHO metabolism.callose;protein.postranslational modification
Cre07.g349119		
Cre07.g326900		
Cre07.g321350		
Cre07.g332550	GMM:29.5	protein.degradation
Cre07.g347100	GMM:3.5	minor CHO metabolism.others
Cre07.g323800		
Cre07.g354650		
Cre07.g313050		
Cre07.g351550		
Cre07.g325724	GMM:29.4	protein.postranslational modification
Cre07.g326050	GMM:31.1	cell.organisation
Cre07.g337700		
Cre07.g355050		
Cre07.g330050		
Cre07.g312050		
Cre07.g343500	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre07.g339104	GMM:34.16;GMM:29.4	transport.ABC transporters and multidrug resistance systems;protein.postranslational modification
Cre07.g351350	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre07.g348800	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases
Cre07.g339600		
Cre07.g354551		
Cre07.g334950	GMM:29.4	protein.postranslational modification
Cre07.g353300	GMM:34.9;GMM:34.17	transport.metabolite transporters at the mitochondrial membrane;transport.peroxisomes
Cre07.g350200		
Cre07.g346050	GMM:19.12	tetrapyrrole synthesis.magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
Cre07.g342950		
Cre07.g346917		
Cre07.g353650		
Cre07.g317400		
Cre07.g332950	GMM:31.6.1.1	cell.motility.eukaryotes.basal bodies
Cre07.g312002		
Cre07.g314800		
Cre07.g349540	GMM:29.4	protein.postranslational modification
Cre07.g318551	GMM:30.2.4;GMM:30.2.13;GMM:30.2.12;GMM:30.2.11;GMM:20.1.7;GMM:17.3.2.1	signalling.receptor kinases.leucine rich repeat IV;signalling.receptor kinases.leucine rich repeat XIII;signalling.receptor kinases.leucine rich repeat XII;signalling.receptor kinases.leucine rich repeat XI;stress.biotic.PR-proteins;hormone metabolism.brassinosteroid.signal transduction.BRI
Cre07.g317850		
Cre07.g352350	GMM:29.5.7	protein.degradation.metalloprotease
Cre07.g329700	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
Cre07.g330950	GMM:31.4;GMM:29.3.4.99	cell.vesicle transport;protein.targeting.secretory pathway.unspecified
Cre07.g351900	GMM:29.4	protein.postranslational modification
Cre07.g316450		
Cre07.g327700	GMM:31.1;GMM:27.3.99	cell.organisation;RNA.regulation of transcription.unclassified
Cre07.g317450		
Cre07.g321250		
Cre07.g316650	GMM:29.4	protein.postranslational modification
Cre07.g344500		
Cre07.g328800		
Cre07.g312833		
Cre07.g352850	GMM:29.2.1.1.4.2	protein.synthesis.ribosomal protein.prokaryotic.non-organellar.50S subunit
Cre07.g337125		
Cre07.g331100		
Cre07.g347600		
Cre07.g339350	GMM:16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
Cre07.g338050	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
Cre07.g335350	GMM:35;GMM:27.3.99;GMM:16.4.1;GMM:13.2.6.2	not assigned;RNA.regulation of transcription.unclassified;secondary metabolism.N misc.alkaloid-like;amino acid metabolism.degradation.aromatic aa.tyrosine
Cre07.g341952		
Cre07.g333050		
Cre07.g326010		
Cre07.g342800		
Cre07.g343700	GMM:8.1.5;GMM:8.1.1.2	TCA / organic transformation.TCA.2-oxoglutarate dehydrogenase;TCA / organic transformation.TCA.pyruvate DH.E2
Cre07.g331500	GMM:29.5.5	protein.degradation.serine protease
Cre07.g350700		
Cre07.g336200	GMM:29.5.11.5;GMM:29.5.11	protein.degradation.ubiquitin.ubiquitin protease;protein.degradation.ubiquitin
Cre07.g339500		
Cre07.g355433		
